student_id,Introduction to Computer Science,Structured Programming,Structured Programming Lab,Calculus 1,Calculus 2,Discrete Mathematics,Statistical Methods,Linear Algebra,Object Oriented Programming,Object Oriented Programming Lab,Data Structures and Introduction to Algorithms,Algorithms Design and Analysis,Database Systems,Database Systems Lab,Operating Systems,Operating Systems Lab,Distributed Systems,Computer and Society,Information Systems Security,Introduction to Data Science,Introduction to Data Science Lab,Data Engineering,Data Engineering Lab,Statistics and Probability for Data Science,Artificial Intelligence,Computer Architecture for Machine Learning,Natural Language Processing,High Performance Computing for Big Data,Data Visualization,Pattern Recognition,Data Mining,Business Intelligence
20210971,72,63,83.0,89,80,46.0,,55.0,,,69,54.0,62.0,,97.0,88.0,,44.0,97.0,,,,,100,,85.0,,,,66.0,,
20210972,97,79,91.0,98,68,48.0,93.0,65.0,57.0,70.0,64,85.0,67.0,97.0,42.0,,,62.0,72.0,,,,,52,50.0,100.0,,,,91.0,,
20210973,76,77,82.0,65,75,83.0,76.0,100.0,62.0,43.0,94,63.0,69.0,61.0,42.0,48.0,,79.0,,70.0,,71.0,,51,95.0,40.0,72.0,,96.0,51.0,,
20210974,93,99,93.0,81,75,,48.0,59.0,94.0,,85,,,,48.0,,57.0,45.0,,,,,,88,62.0,,,,,61.0,,
20210975,53,50,88.0,43,42,97.0,97.0,88.0,54.0,90.0,61,,56.0,,94.0,61.0,,55.0,,,,,,65,64.0,45.0,83.0,,,62.0,,
20210976,64,97,89.0,61,45,50.0,74.0,68.0,56.0,75.0,76,100.0,46.0,,88.0,,,95.0,,,,,,40,85.0,85.0,89.0,,,,,
20210977,40,71,42.0,85,80,88.0,81.0,44.0,89.0,96.0,72,51.0,71.0,46.0,80.0,,,62.0,,71.0,,,,88,48.0,95.0,,,62.0,58.0,78.0,
20210978,52,73,42.0,45,41,90.0,78.0,66.0,81.0,,62,,54.0,,42.0,,,,,56.0,,,,86,,,,,,,,
20210979,63,97,47.0,98,65,54.0,43.0,72.0,94.0,88.0,57,48.0,74.0,,77.0,100.0,42.0,76.0,85.0,70.0,,,,59,74.0,63.0,,,,,,
20210980,50,74,55.0,41,76,99.0,52.0,95.0,44.0,,40,62.0,93.0,,,,,47.0,,98.0,100.0,,,58,93.0,,97.0,,87.0,,,
20210981,54,83,60.0,55,52,93.0,72.0,59.0,95.0,,63,61.0,42.0,84.0,45.0,74.0,,94.0,,,,,,58,58.0,40.0,79.0,,,,,
20210982,83,64,,83,55,65.0,,64.0,76.0,,95,,69.0,56.0,,,,58.0,,,,,,57,75.0,,,,,,,
20210983,52,76,65.0,98,75,63.0,56.0,76.0,100.0,64.0,99,69.0,79.0,85.0,88.0,,44.0,,,57.0,,,,80,81.0,48.0,,,,,,
20210984,99,67,77.0,79,58,46.0,49.0,89.0,72.0,99.0,97,65.0,63.0,43.0,76.0,84.0,,61.0,,,,,,68,50.0,73.0,,,,,,
20210985,69,93,,74,95,,84.0,,,,69,,66.0,,59.0,,90.0,60.0,90.0,,,,,59,,85.0,,,,,,
20210986,69,59,,68,65,55.0,81.0,,,,50,66.0,,,94.0,,46.0,90.0,,,,,,77,45.0,,99.0,,,,,
20210987,94,77,90.0,68,47,68.0,60.0,73.0,82.0,98.0,72,40.0,51.0,41.0,61.0,83.0,48.0,72.0,62.0,,,,,61,80.0,88.0,52.0,,,,,
20210988,97,83,62.0,89,97,68.0,48.0,97.0,55.0,,76,81.0,46.0,,63.0,41.0,79.0,87.0,43.0,96.0,,,,99,76.0,,58.0,,,85.0,,
20210989,56,77,,43,82,,94.0,,,,77,64.0,62.0,,89.0,,63.0,83.0,69.0,,,,,76,58.0,,,,,,,
20210990,83,94,49.0,93,42,68.0,,40.0,50.0,,45,61.0,68.0,,100.0,48.0,,,95.0,,,,,69,45.0,52.0,97.0,,,,,
20210991,93,61,82.0,82,53,,,70.0,62.0,,40,,79.0,,84.0,,,95.0,73.0,,,,,95,,85.0,,,,59.0,,
20210992,89,97,57.0,80,48,52.0,44.0,70.0,52.0,49.0,83,62.0,99.0,56.0,83.0,78.0,57.0,76.0,,67.0,61.0,,,79,78.0,57.0,,,,,,
20210993,48,51,91.0,41,68,61.0,51.0,96.0,90.0,76.0,94,82.0,92.0,79.0,56.0,49.0,93.0,90.0,50.0,,,,,93,78.0,49.0,80.0,,,,,
20210994,77,41,85.0,47,60,67.0,65.0,96.0,42.0,,40,68.0,84.0,,44.0,,,59.0,,60.0,47.0,78.0,,68,78.0,96.0,66.0,78.0,43.0,,,
20210995,70,71,90.0,76,72,60.0,47.0,58.0,42.0,63.0,95,73.0,88.0,58.0,98.0,93.0,51.0,94.0,58.0,,,,,93,50.0,42.0,,,,69.0,,
20210996,75,91,42.0,65,57,46.0,68.0,74.0,71.0,66.0,52,,47.0,,,,,68.0,,44.0,,,,44,,66.0,,,,,,
20210997,54,42,,43,75,69.0,,82.0,67.0,,53,47.0,84.0,,,,,89.0,,,,,,50,,,,,,,,
20210998,53,44,,78,76,,66.0,,72.0,,76,,100.0,,44.0,,,,60.0,81.0,,,,62,66.0,44.0,,,,,,
20210999,89,49,84.0,80,74,56.0,61.0,65.0,,,59,50.0,,,95.0,,58.0,,,,,,,66,56.0,98.0,,,,75.0,,
20211000,73,50,97.0,64,75,55.0,52.0,57.0,87.0,66.0,73,94.0,68.0,,71.0,,,,,,,,,82,78.0,55.0,,,,,,
20220001,88,77,65.0,91,54,,52.0,,58.0,,54,52.0,76.0,,,,,61.0,,48.0,,,,90,45.0,,,,,,,
20220002,81,63,72.0,87,44,76.0,,,45.0,,51,,86.0,,43.0,61.0,95.0,40.0,,,,,,86,,,,,,,,
20220003,67,51,95.0,48,62,71.0,96.0,63.0,71.0,,85,47.0,62.0,,69.0,,54.0,94.0,,,,,,43,95.0,97.0,71.0,,,,,
20220004,97,45,61.0,71,43,47.0,50.0,64.0,61.0,66.0,44,62.0,88.0,,46.0,59.0,,97.0,,70.0,83.0,,,82,51.0,71.0,53.0,,76.0,84.0,,
20220005,74,89,100.0,42,58,51.0,80.0,61.0,91.0,,86,58.0,79.0,68.0,46.0,95.0,,52.0,,,,,,92,44.0,98.0,61.0,,,,,
20220006,73,54,,89,44,,51.0,,,,90,76.0,60.0,,82.0,80.0,84.0,41.0,60.0,65.0,,50.0,,40,97.0,100.0,,,,,88.0,
20220007,58,65,92.0,77,51,67.0,50.0,94.0,86.0,50.0,42,77.0,88.0,44.0,97.0,78.0,83.0,49.0,,,,,,86,51.0,65.0,66.0,,,91.0,,
20220008,50,85,42.0,99,86,74.0,66.0,60.0,60.0,82.0,75,59.0,78.0,44.0,92.0,,,72.0,58.0,56.0,,,,99,93.0,68.0,,,85.0,75.0,,
20220009,98,66,74.0,91,63,56.0,99.0,40.0,73.0,65.0,96,53.0,80.0,73.0,65.0,,90.0,42.0,,,,,,75,70.0,41.0,,,,96.0,,
20220010,72,83,86.0,80,58,50.0,87.0,90.0,99.0,,52,70.0,44.0,63.0,95.0,,76.0,84.0,57.0,,,,,94,58.0,42.0,69.0,,,40.0,,
20220011,68,46,74.0,86,68,81.0,49.0,83.0,,,74,44.0,,,94.0,,,68.0,,54.0,,,,67,80.0,80.0,56.0,,,,,
20220012,92,59,46.0,73,54,,65.0,,81.0,81.0,86,66.0,,,50.0,,,,,,,,,89,,51.0,,,,,,
20220013,77,41,100.0,73,40,40.0,72.0,73.0,100.0,,99,58.0,95.0,82.0,,,,49.0,,,,,,43,74.0,50.0,,,,46.0,,
20220014,88,71,94.0,41,77,41.0,,,,,58,,47.0,,44.0,,62.0,,85.0,,,,,67,44.0,,,,,,,
20220015,41,50,,75,65,46.0,74.0,40.0,,,62,76.0,,,95.0,,,,,,,,,60,54.0,58.0,,,,52.0,,
20220016,51,82,43.0,71,76,43.0,92.0,78.0,57.0,77.0,61,71.0,54.0,78.0,56.0,88.0,,40.0,,60.0,,,,48,83.0,93.0,54.0,,,,,
20220017,77,55,83.0,42,45,69.0,77.0,47.0,45.0,,69,,93.0,,88.0,,,87.0,97.0,,,,,59,,59.0,,,,51.0,,
20220018,95,100,83.0,47,76,83.0,83.0,44.0,51.0,41.0,48,92.0,85.0,50.0,67.0,98.0,,89.0,,,,,,70,42.0,100.0,,,,,,
20220019,61,77,,53,56,41.0,89.0,79.0,62.0,,47,51.0,92.0,,76.0,,,,83.0,,,,,88,68.0,84.0,,,,,,
20220020,52,81,,76,46,44.0,88.0,81.0,77.0,,74,52.0,64.0,,86.0,48.0,78.0,64.0,,,,,,85,57.0,54.0,,,,61.0,,
20220021,89,79,44.0,79,53,69.0,78.0,74.0,93.0,65.0,54,68.0,79.0,,83.0,,,97.0,64.0,93.0,,,,73,88.0,97.0,,,92.0,,97.0,
20220022,73,100,58.0,79,42,,57.0,85.0,80.0,41.0,93,66.0,44.0,,96.0,,85.0,,50.0,97.0,,,,70,60.0,,,,,97.0,,
20220023,80,79,,80,58,68.0,,,79.0,,51,75.0,,,42.0,68.0,,,52.0,,,,,86,,80.0,,,,,,
20220024,70,78,62.0,72,88,47.0,79.0,94.0,66.0,,67,53.0,65.0,95.0,61.0,,88.0,95.0,82.0,56.0,91.0,57.0,,45,95.0,56.0,44.0,56.0,,90.0,,
20220025,82,69,73.0,61,45,,,,,,59,100.0,57.0,,56.0,,,60.0,,,,,,59,,62.0,,,,,,
20220026,73,68,92.0,74,90,92.0,70.0,62.0,93.0,,59,,56.0,,,,,50.0,,,,,,83,52.0,,,,,,,
20220027,87,80,,100,77,,46.0,55.0,,,60,48.0,82.0,,90.0,,83.0,56.0,69.0,95.0,,,,81,98.0,,59.0,,,,,
20220028,47,99,93.0,81,90,93.0,57.0,49.0,96.0,,65,92.0,48.0,87.0,91.0,64.0,88.0,56.0,,96.0,,,,84,62.0,47.0,76.0,,57.0,,69.0,
20220029,46,92,70.0,68,63,95.0,52.0,88.0,64.0,71.0,42,51.0,96.0,46.0,52.0,55.0,,56.0,,,,,,51,78.0,56.0,46.0,,,,,
20220030,92,65,43.0,56,54,80.0,88.0,67.0,56.0,87.0,81,55.0,50.0,,87.0,97.0,,81.0,,,,,,55,,100.0,,,,,,
20220031,55,52,41.0,74,83,61.0,,68.0,,,65,,57.0,,,,,83.0,,,,,,45,59.0,52.0,,,,,,
20220032,97,77,86.0,53,77,47.0,50.0,45.0,,,83,,46.0,,75.0,82.0,40.0,,,44.0,,,,48,55.0,98.0,,,,,,
20220033,59,44,41.0,55,58,53.0,73.0,92.0,51.0,,74,57.0,,,44.0,87.0,64.0,57.0,70.0,,,,,67,,48.0,,,,,,
20220034,91,60,53.0,77,93,,,80.0,,,67,64.0,47.0,,,,,,,,,,,45,77.0,66.0,,,,,,
20220035,46,62,82.0,53,48,43.0,65.0,,93.0,,67,53.0,,,,,,,,,,,,59,70.0,68.0,,,,,,
20220036,60,53,76.0,63,61,80.0,84.0,,90.0,,52,60.0,59.0,,47.0,55.0,91.0,56.0,,,,,,84,,46.0,,,,,,
20220037,86,83,70.0,49,73,84.0,,,,,90,47.0,69.0,54.0,91.0,,,,,,,,,100,,,,,,,,
20220038,91,70,77.0,54,47,93.0,80.0,63.0,68.0,98.0,70,43.0,49.0,77.0,93.0,,,93.0,,,,,,66,45.0,87.0,54.0,,,62.0,,
20220039,77,53,85.0,40,95,,,,41.0,,64,,,,43.0,43.0,,98.0,,,,,,64,40.0,57.0,50.0,,,,,
20220040,98,70,58.0,80,78,88.0,90.0,,99.0,,40,47.0,,,,,,57.0,,,,,,56,,51.0,,,,,,
20220041,49,84,99.0,52,83,63.0,60.0,69.0,93.0,,64,72.0,62.0,,86.0,,,83.0,,72.0,,,,86,45.0,54.0,80.0,,,76.0,,
20220042,62,83,,87,88,91.0,,,62.0,,53,,98.0,,68.0,95.0,82.0,87.0,,,,,,42,56.0,,,,,,,
20220043,88,42,,71,42,,93.0,97.0,,,67,,91.0,,,,,50.0,,72.0,,,,40,47.0,,,,,,68.0,
20220044,66,62,53.0,52,95,41.0,97.0,92.0,,,96,63.0,47.0,,76.0,,,67.0,,,,,,77,94.0,66.0,,,,48.0,,
20220045,96,84,97.0,94,76,48.0,82.0,99.0,58.0,72.0,95,75.0,96.0,48.0,97.0,90.0,,73.0,,86.0,,,,97,66.0,100.0,,,,47.0,,
20220046,47,74,,43,76,82.0,84.0,91.0,44.0,,52,99.0,42.0,,83.0,97.0,59.0,61.0,,,,,,94,43.0,99.0,,,,75.0,,
20220047,48,40,53.0,84,73,,100.0,94.0,77.0,74.0,56,70.0,51.0,,68.0,,97.0,81.0,67.0,79.0,,,,89,,97.0,,,,,,
20220048,79,76,66.0,50,51,57.0,63.0,75.0,87.0,90.0,49,41.0,45.0,59.0,97.0,73.0,,92.0,92.0,,,,,53,64.0,62.0,,,,,,
20220049,55,53,49.0,75,40,72.0,44.0,47.0,,,74,52.0,51.0,,,,,90.0,,,,,,84,60.0,62.0,45.0,,,63.0,,
20220050,57,72,51.0,70,89,76.0,82.0,66.0,95.0,54.0,96,61.0,79.0,,70.0,81.0,,96.0,,73.0,,,,97,74.0,92.0,,,,,,
20220051,79,86,,72,94,,,,57.0,,54,77.0,46.0,84.0,81.0,,,56.0,74.0,,,,,69,93.0,,,,,,,
20220052,97,83,,74,71,99.0,,,87.0,,86,65.0,61.0,,66.0,42.0,,96.0,,,,,,82,,64.0,,,,,,
20220053,58,53,62.0,57,79,81.0,72.0,87.0,62.0,,80,100.0,,,,,,,,63.0,63.0,,,69,59.0,85.0,,,46.0,,53.0,
20220054,40,47,84.0,94,61,,40.0,50.0,63.0,,66,62.0,52.0,94.0,46.0,,,83.0,,,,,,64,94.0,,77.0,,,,,
20220055,50,61,66.0,64,82,83.0,91.0,100.0,80.0,,80,50.0,50.0,50.0,76.0,,,42.0,,,,,,74,96.0,41.0,,,,86.0,,
20220056,93,73,,78,76,83.0,83.0,59.0,97.0,80.0,44,70.0,63.0,62.0,97.0,,58.0,,,,,,,83,90.0,81.0,,,,,,
20220057,75,48,,89,63,,64.0,84.0,78.0,96.0,65,73.0,51.0,90.0,74.0,,47.0,,70.0,,,,,72,46.0,52.0,51.0,,,,,
20220058,99,71,98.0,92,65,60.0,44.0,,68.0,46.0,86,57.0,,,,,,72.0,,,,,,80,,74.0,,,,,,
20220059,45,60,70.0,79,43,75.0,50.0,48.0,71.0,97.0,85,80.0,90.0,,96.0,,79.0,40.0,,59.0,,,,91,65.0,64.0,68.0,,91.0,41.0,47.0,
20220060,94,63,,46,70,93.0,,64.0,64.0,47.0,98,52.0,95.0,,91.0,82.0,,65.0,,,,,,46,,71.0,,,,,,
20220061,54,72,73.0,62,71,,46.0,92.0,61.0,,88,81.0,69.0,,65.0,,67.0,,,,,,,92,,,,,,,,
20220062,92,62,,60,63,,,,64.0,,94,73.0,82.0,85.0,,,,,,,,,,90,73.0,,83.0,,,,,
20220063,71,83,57.0,90,92,,,100.0,97.0,90.0,40,,91.0,,,,,,,,,,,53,42.0,,90.0,,,,,
20220064,87,52,74.0,100,96,71.0,68.0,76.0,55.0,100.0,51,98.0,93.0,55.0,86.0,40.0,,81.0,68.0,,,,,49,97.0,58.0,53.0,,,97.0,,
20220065,48,48,40.0,70,92,,87.0,45.0,66.0,95.0,97,93.0,63.0,,68.0,54.0,44.0,43.0,63.0,71.0,,,,52,79.0,86.0,,,,,,
20220066,62,93,51.0,59,85,56.0,40.0,92.0,58.0,96.0,73,40.0,83.0,,96.0,,,60.0,,,,,,63,53.0,99.0,,,,61.0,,
20220067,71,42,65.0,86,90,,75.0,91.0,98.0,,76,,98.0,98.0,41.0,,,62.0,,95.0,,80.0,70.0,63,48.0,76.0,91.0,,,,40.0,
20220068,84,91,94.0,90,47,97.0,68.0,50.0,,,51,,59.0,,67.0,75.0,,86.0,94.0,93.0,85.0,68.0,,40,74.0,42.0,,100.0,43.0,,92.0,
20220069,75,90,,92,78,,,72.0,63.0,,61,,,,41.0,57.0,,,98.0,,,,,49,,73.0,,,,81.0,,
20220070,45,70,,92,94,80.0,48.0,90.0,77.0,,86,82.0,,,63.0,47.0,,91.0,,,,,,85,,,,,,,,
20220071,99,54,54.0,99,41,99.0,90.0,84.0,80.0,53.0,83,43.0,56.0,60.0,89.0,78.0,,90.0,68.0,48.0,58.0,,,77,58.0,100.0,,,,,,
20220072,73,81,63.0,41,41,90.0,74.0,62.0,64.0,93.0,64,69.0,67.0,82.0,58.0,55.0,70.0,97.0,,,,,,78,47.0,58.0,67.0,,,,,
20220073,49,45,71.0,87,89,96.0,,48.0,79.0,,72,47.0,98.0,,93.0,68.0,90.0,73.0,,,,,,72,87.0,79.0,,,,80.0,,
20220074,56,47,69.0,97,40,,49.0,55.0,44.0,,96,63.0,57.0,,,,,61.0,,62.0,68.0,,,65,,66.0,,,,,,
20220075,88,98,47.0,86,57,86.0,84.0,41.0,,,82,,,,74.0,,,86.0,,43.0,,,,93,,91.0,,,,73.0,,
20220076,94,89,50.0,74,93,52.0,77.0,72.0,64.0,90.0,53,72.0,55.0,69.0,71.0,91.0,,51.0,,,,,,92,73.0,67.0,56.0,,,69.0,,
20220077,53,80,83.0,53,42,89.0,79.0,82.0,,,59,56.0,,,94.0,,,,,,,,,70,,,,,,,,
20220078,56,69,62.0,98,100,51.0,100.0,93.0,52.0,86.0,45,54.0,55.0,58.0,67.0,43.0,73.0,42.0,53.0,,,,,74,67.0,88.0,,,,,,
20220079,63,46,70.0,86,84,96.0,43.0,93.0,74.0,87.0,51,60.0,97.0,89.0,60.0,,,73.0,,,,,,98,85.0,67.0,92.0,,,90.0,,
20220080,49,78,52.0,44,67,61.0,76.0,89.0,61.0,84.0,69,71.0,83.0,94.0,85.0,80.0,,90.0,,,,,,82,81.0,87.0,,,,,,
20220081,64,43,,47,71,56.0,41.0,67.0,74.0,57.0,51,74.0,97.0,77.0,96.0,42.0,,97.0,,,,,,42,83.0,46.0,,,,,,
20220082,41,71,53.0,53,54,48.0,66.0,44.0,64.0,77.0,59,76.0,74.0,79.0,85.0,93.0,,66.0,,,,,,58,63.0,56.0,,,,,,
20220083,62,46,69.0,53,72,,,,70.0,58.0,44,,88.0,89.0,,,,43.0,,,,,,81,,47.0,,,,,,
20220084,94,71,85.0,84,66,48.0,64.0,100.0,88.0,97.0,92,43.0,100.0,76.0,78.0,63.0,45.0,52.0,50.0,,,,,95,82.0,91.0,,,,,,
20220085,52,75,62.0,86,84,50.0,57.0,88.0,48.0,78.0,49,46.0,,,57.0,,94.0,83.0,44.0,80.0,75.0,,,80,84.0,79.0,46.0,,,,,
20220086,41,40,49.0,73,64,82.0,57.0,62.0,88.0,98.0,64,43.0,58.0,,98.0,85.0,,41.0,,,,,,51,53.0,89.0,97.0,,,,,
20220087,92,76,75.0,78,93,,83.0,90.0,84.0,,96,63.0,78.0,,52.0,75.0,95.0,69.0,61.0,,,,,68,48.0,,,,,,,
20220088,67,93,52.0,61,44,63.0,86.0,84.0,,,62,75.0,99.0,,59.0,,,40.0,,,,,,94,84.0,63.0,,,,77.0,,
20220089,94,53,88.0,61,88,44.0,100.0,80.0,94.0,91.0,93,98.0,91.0,89.0,68.0,,,68.0,,86.0,,64.0,,95,58.0,59.0,,,79.0,,,
20220090,91,82,66.0,98,82,59.0,63.0,50.0,47.0,98.0,94,100.0,76.0,,66.0,79.0,,75.0,,,,,,72,99.0,80.0,,,,55.0,,
20220091,77,87,50.0,49,99,68.0,55.0,65.0,94.0,69.0,47,97.0,50.0,78.0,85.0,70.0,,80.0,,,,,,82,99.0,50.0,70.0,,,,,
20220092,72,87,41.0,42,68,53.0,,79.0,40.0,,93,91.0,90.0,89.0,69.0,66.0,63.0,95.0,,,,,,90,46.0,83.0,,,,75.0,,
20220093,75,42,81.0,66,40,92.0,83.0,46.0,92.0,,50,55.0,86.0,,54.0,65.0,43.0,99.0,94.0,,,,,88,95.0,85.0,,,,63.0,,
20220094,74,50,65.0,52,65,,99.0,82.0,96.0,,72,74.0,68.0,90.0,46.0,87.0,,68.0,,,,,,42,69.0,80.0,,,,72.0,,
20220095,49,99,97.0,45,52,64.0,88.0,67.0,49.0,100.0,100,53.0,51.0,,89.0,97.0,,92.0,,64.0,,,,76,,58.0,,,,,,
20220096,81,71,57.0,90,97,77.0,,,,,82,59.0,75.0,,80.0,,,49.0,,,,,,94,61.0,43.0,50.0,,,,,
20220097,79,55,88.0,93,78,51.0,45.0,78.0,51.0,54.0,55,82.0,53.0,,75.0,68.0,,52.0,,,,,,74,100.0,94.0,57.0,,,91.0,,
20220098,43,55,95.0,95,67,66.0,81.0,58.0,72.0,93.0,73,92.0,82.0,68.0,95.0,97.0,42.0,42.0,44.0,,,,,76,62.0,40.0,54.0,,,,,
20220099,86,50,63.0,72,84,88.0,80.0,49.0,62.0,42.0,52,64.0,66.0,99.0,75.0,44.0,67.0,93.0,,,,,,47,55.0,92.0,64.0,,,,,
20220100,46,61,94.0,59,69,90.0,83.0,43.0,99.0,,44,97.0,74.0,,61.0,,,85.0,,65.0,,,,71,76.0,85.0,,,,69.0,,
20220101,79,44,,75,83,,65.0,57.0,59.0,,92,,96.0,,90.0,45.0,,77.0,,,,,,54,44.0,,,,,47.0,,
20220102,62,100,95.0,95,56,54.0,99.0,89.0,72.0,48.0,45,50.0,51.0,,72.0,,,52.0,,,,,,40,43.0,44.0,98.0,,,,,
20220103,69,80,47.0,42,64,41.0,98.0,,59.0,,79,40.0,,,91.0,,,65.0,,,,,,100,93.0,70.0,,,,,,
20220104,65,56,96.0,100,47,45.0,94.0,,73.0,,45,60.0,83.0,73.0,88.0,,,67.0,83.0,60.0,,,,66,90.0,61.0,,,82.0,,,
20220105,95,93,50.0,69,69,50.0,99.0,41.0,84.0,84.0,87,78.0,82.0,,54.0,86.0,,58.0,,,,,,55,76.0,47.0,93.0,,,76.0,,
20220106,77,52,41.0,75,61,74.0,,71.0,87.0,90.0,67,,,,,,,,,,,,,77,,78.0,,,,,,
20220107,72,58,75.0,42,66,40.0,99.0,68.0,87.0,99.0,59,96.0,94.0,89.0,81.0,60.0,59.0,78.0,90.0,,,,,65,97.0,57.0,,,,,,
20220108,57,49,56.0,91,66,42.0,54.0,52.0,85.0,45.0,52,73.0,48.0,83.0,80.0,,,60.0,,,,,,44,97.0,54.0,,,,,,
20220109,40,69,71.0,69,69,85.0,58.0,,,,66,44.0,85.0,,45.0,,,41.0,,,,,,94,,78.0,,,,,,
20220110,75,50,78.0,97,49,52.0,63.0,55.0,,,86,91.0,77.0,,66.0,,,95.0,74.0,,,,,91,69.0,88.0,90.0,,,,,
20220111,96,77,90.0,92,67,53.0,80.0,43.0,60.0,,87,40.0,74.0,70.0,45.0,,,48.0,,,,,,99,67.0,88.0,,,,74.0,,
20220112,99,85,,71,84,88.0,69.0,71.0,45.0,,50,,71.0,54.0,69.0,,,53.0,,,,,,89,71.0,73.0,,,,,,
20220113,91,43,40.0,40,91,61.0,,,85.0,,68,77.0,86.0,52.0,89.0,53.0,62.0,67.0,,,,,,61,48.0,55.0,,,,,,
20220114,99,62,,98,68,70.0,72.0,87.0,,,86,66.0,55.0,,,,,96.0,,,,,,96,,,,,,100.0,,
20220115,96,67,44.0,49,81,74.0,88.0,,51.0,,48,92.0,59.0,,74.0,72.0,58.0,98.0,82.0,,,,,50,72.0,47.0,64.0,,,,,
20220116,75,52,92.0,69,73,58.0,65.0,70.0,,,88,40.0,50.0,,49.0,,,79.0,98.0,63.0,,43.0,,45,86.0,61.0,73.0,79.0,60.0,,88.0,
20220117,58,79,89.0,44,85,94.0,74.0,63.0,53.0,94.0,48,94.0,55.0,83.0,46.0,75.0,56.0,56.0,,,,,,48,64.0,63.0,,,,72.0,,
20220118,82,47,,64,50,77.0,47.0,78.0,,,58,56.0,51.0,,77.0,99.0,63.0,85.0,,,,,,55,46.0,,,,,,,
20220119,83,68,,77,82,82.0,,,,,48,59.0,86.0,83.0,62.0,,,88.0,,,,,,41,56.0,,,,,,,
20220120,92,58,44.0,81,51,,100.0,,88.0,,78,100.0,41.0,80.0,,,,68.0,,,,,,76,,73.0,,,,,,
20220121,65,90,44.0,69,93,52.0,85.0,66.0,67.0,63.0,62,,80.0,,,,,96.0,,,,,,89,,91.0,,,,,,
20220122,62,96,66.0,97,93,78.0,99.0,89.0,81.0,,78,71.0,60.0,45.0,81.0,,,,59.0,92.0,,,,57,54.0,40.0,,,,89.0,,
20220123,52,93,,80,58,,,67.0,95.0,,100,,74.0,45.0,65.0,97.0,95.0,62.0,,,,,,60,62.0,64.0,77.0,,,87.0,,
20220124,95,69,65.0,73,62,,75.0,60.0,,,43,80.0,96.0,77.0,,,,72.0,,60.0,,,,59,73.0,66.0,,,,,50.0,
20220125,73,62,53.0,77,47,72.0,93.0,80.0,94.0,,55,51.0,55.0,82.0,80.0,,,97.0,42.0,,,,,63,54.0,99.0,99.0,,,69.0,,
20220126,93,81,63.0,50,71,72.0,46.0,79.0,80.0,75.0,55,72.0,70.0,52.0,72.0,68.0,,85.0,91.0,,,,,92,97.0,48.0,62.0,,,,,
20220127,98,74,93.0,99,100,,58.0,,88.0,61.0,89,62.0,,,90.0,,,74.0,46.0,,,,,49,,,,,,,,
20220128,80,95,93.0,41,74,96.0,77.0,43.0,83.0,64.0,90,67.0,64.0,95.0,43.0,67.0,,44.0,,,,,,59,46.0,42.0,,,,,,
20220129,66,51,55.0,63,44,,,,96.0,,71,81.0,,,65.0,,97.0,,56.0,,,,,50,,,,,,,,
20220130,99,85,48.0,80,40,49.0,85.0,63.0,59.0,57.0,82,80.0,57.0,,72.0,,47.0,97.0,,92.0,,,,49,71.0,48.0,54.0,,,74.0,87.0,
20220131,51,70,47.0,44,99,98.0,85.0,71.0,90.0,99.0,82,79.0,79.0,,73.0,54.0,,51.0,96.0,,,,,73,98.0,41.0,94.0,,,,,
20220132,93,72,79.0,93,63,91.0,56.0,87.0,67.0,52.0,45,81.0,61.0,96.0,52.0,96.0,,44.0,40.0,,,,,83,43.0,58.0,99.0,,,,,
20220133,50,89,92.0,68,57,69.0,45.0,94.0,83.0,91.0,100,93.0,82.0,72.0,49.0,44.0,,64.0,52.0,,,,,51,98.0,85.0,,,,54.0,,
20220134,98,47,84.0,65,99,78.0,94.0,83.0,90.0,,48,100.0,67.0,,62.0,49.0,49.0,45.0,63.0,43.0,86.0,,,50,95.0,58.0,,,71.0,83.0,96.0,
20220135,69,54,40.0,86,42,52.0,49.0,64.0,67.0,60.0,54,88.0,92.0,,69.0,,94.0,58.0,61.0,90.0,,,,48,48.0,68.0,84.0,,,,,
20220136,58,67,79.0,62,84,61.0,,51.0,,,56,,49.0,,77.0,93.0,,72.0,,,,,,70,,66.0,,,,,,
20220137,97,96,59.0,73,43,47.0,88.0,73.0,,,52,,74.0,,50.0,,,,,,,,,94,84.0,,,,,,,
20220138,57,51,,97,78,60.0,84.0,55.0,56.0,,54,44.0,70.0,80.0,97.0,48.0,56.0,50.0,,51.0,,,,57,62.0,,,,,,93.0,
20220139,51,94,,89,57,81.0,97.0,,96.0,,51,,,,,,,63.0,,,,,,89,85.0,70.0,,,,,,
20220140,50,96,70.0,72,66,,82.0,86.0,51.0,,62,61.0,95.0,,53.0,,,98.0,,,,,,63,90.0,86.0,,,,89.0,,
20220141,67,59,,99,54,42.0,45.0,93.0,66.0,,44,69.0,95.0,91.0,,,,56.0,,,,,,48,51.0,85.0,,,,50.0,,
20220142,63,68,78.0,73,84,69.0,80.0,,93.0,,87,79.0,71.0,89.0,89.0,,,71.0,,61.0,58.0,82.0,,93,44.0,61.0,,89.0,96.0,,,
20220143,64,96,58.0,82,65,83.0,57.0,73.0,42.0,,90,57.0,69.0,65.0,48.0,83.0,100.0,82.0,82.0,,,,,41,77.0,77.0,,,,55.0,,
